x, y
12.0404411764706,0
12.6838235294118,0.002554744525547
13.3272058823529,0.005474452554745
13.8327205882353,0.00985401459854
14.2922794117647,0.013503649635037
14.6599264705882,0.02043795620438
14.9356617647059,0.025912408759124
15.4411764705882,0.031021897810219
15.9007352941177,0.039051094890511
16.2683823529412,0.044525547445256
16.6819852941177,0.04963503649635
16.9117647058824,0.054744525547445
17.4172794117647,0.06058394160584
17.7849264705882,0.066788321167883
18.2444852941177,0.072627737226277
18.5661764705882,0.080656934306569
19.2555147058824,0.087226277372263
19.7150735294118,0.093795620437956
20.1746323529412,0.09963503649635
21.0018382352941,0.107664233576642
21.4613970588235,0.113868613138686
22.3345588235294,0.118613138686131
23.0238970588235,0.122992700729927
23.8051470588235,0.128102189781022
24.4944852941176,0.131751824817518
25.2757352941176,0.135766423357664
25.8272058823529,0.13978102189781
26.6084558823529,0.144160583941606
27.1139705882353,0.14963503649635
27.8033088235294,0.154744525547445
28.2628676470588,0.159124087591241
28.8602941176471,0.166058394160584
29.2738970588235,0.171897810218978
29.8253676470588,0.178467153284672
30.2849264705882,0.183576642335766
30.7444852941176,0.18978102189781
31.3878676470588,0.195985401459854
31.8933823529412,0.202189781021898
32.4448529411765,0.208029197080292
33.1341911764706,0.212043795620438
33.9613970588235,0.214233576642336
34.6966911764706,0.212043795620438
35.4779411764706,0.207299270072993
35.6617647058824,0.202919708029197
36.0753676470588,0.198175182481752
36.3970588235294,0.191970802919708
36.71875,0.185036496350365
36.7647058823529,0.178832116788321
37.0404411764706,0.171532846715328
37.3621323529412,0.163138686131387
37.5459558823529,0.156204379562044
37.8216911764706,0.148540145985401
38.0974264705882,0.135401459854015
38.3731617647059,0.11970802919708
38.6948529411765,0.104014598540146
39.0165441176471,0.086861313868613
39.1084558823529,0.077737226277372
39.4301470588235,0
