x, y
13.0662020905923,0
13.5452961672474,0.015193370165746
14.1550522648084,0.026243093922652
14.6341463414634,0.033149171270718
14.9825783972125,0.046961325966851
15.5052264808362,0.060773480662984
16.1585365853659,0.084254143646409
17.0731707317073,0.129834254143646
18.0313588850174,0.17817679558011
18.9459930313589,0.223756906077348
20.2526132404181,0.295580110497238
21.7770034843206,0.353591160220994
23.1271777003484,0.393646408839779
24.1724738675958,0.410220994475138
25.0435540069686,0.417127071823204
25.9581881533101,0.426795580110497
26.7421602787456,0.437845303867403
27.4390243902439,0.451657458563536
28.0923344947735,0.472375690607735
28.8327526132404,0.501381215469613
29.3989547038328,0.529005524861878
29.8780487804878,0.564917127071823
30.4878048780488,0.600828729281768
30.8797909407666,0.629834254143646
31.2717770034843,0.656077348066298
31.7508710801394,0.693370165745856
32.1864111498258,0.729281767955801
32.7526132404181,0.767955801104972
33.4059233449477,0.803867403314917
33.8414634146341,0.823204419889503
34.4512195121951,0.828729281767956
35.0609756097561,0.816298342541436
35.4529616724739,0.792817679558011
35.7578397212544,0.769337016574586
36.1062717770035,0.738950276243094
36.411149825784,0.704419889502762
36.7595818815331,0.649171270718232
36.9773519163763,0.606353591160221
37.3693379790941,0.535911602209945
37.7177700348432,0.459944751381215
38.0662020905923,0.38121546961326
38.5017421602787,0.298342541436464
38.8937282229965,0.200276243093923
39.0679442508711,0.111878453038674
39.2421602787457,0
